PRODUCT_ID,LOCATION_ID,PERIOD_DT,STOCK_QTY,MODIFIED_DTTM,DELETE_FLG
80049,600010,28-Feb-21,5166,01JUL2021:14:31:06,0
80049,600010,7-Mar-21,5301,01JUL2021:14:31:06,0
80049,600010,14-Mar-21,4839,01JUL2021:14:31:06,0
80049,600010,21-Mar-21,5399,01JUL2021:14:31:06,0
80049,600010,28-Mar-21,5035,01JUL2021:14:31:06,0
80049,600010,4-Apr-21,5331,01JUL2021:14:31:06,0
80049,600010,11-Apr-21,5359,01JUL2021:14:31:06,0
80049,600010,18-Apr-21,5312,01JUL2021:14:31:06,0
80049,600010,25-Apr-21,4490,01JUL2021:14:31:06,0
80049,600004,28-Feb-21,4235,01JUL2021:14:31:06,0
80049,600004,7-Mar-21,8304,01JUL2021:14:31:06,0
80049,600004,14-Mar-21,5888,01JUL2021:14:31:06,0
80049,600004,21-Mar-21,8034,01JUL2021:14:31:06,0
80049,600004,28-Mar-21,4842,01JUL2021:14:31:06,0
80049,600004,4-Apr-21,9010,01JUL2021:14:31:06,0
80049,600004,11-Apr-21,3940,01JUL2021:14:31:06,0
80049,600004,18-Apr-21,9502,01JUL2021:14:31:06,0
80049,600004,25-Apr-21,3875,01JUL2021:14:31:06,0
80049,600005,28-Feb-21,20658,01JUL2021:14:31:06,0
80049,600005,7-Mar-21,22447,01JUL2021:14:31:06,0
80049,600005,14-Mar-21,20979,01JUL2021:14:31:06,0
80049,600005,21-Mar-21,19399,01JUL2021:14:31:06,0
80049,600005,28-Mar-21,25481,01JUL2021:14:31:06,0
80049,600005,4-Apr-21,17108,01JUL2021:14:31:06,0
80049,600005,11-Apr-21,25881,01JUL2021:14:31:06,0
80049,600005,18-Apr-21,17250,01JUL2021:14:31:06,0
80049,600005,25-Apr-21,26365,01JUL2021:14:31:06,0
80049,600005,28-Feb-21,20029,01JUL2021:14:31:06,0
80049,600005,7-Mar-21,24202,01JUL2021:14:31:06,0
80049,600005,14-Mar-21,18436,01JUL2021:14:31:06,0
80049,600005,21-Mar-21,25810,01JUL2021:14:31:06,0
80049,600005,28-Mar-21,14960,01JUL2021:14:31:06,0
80049,600005,4-Apr-21,27525,01JUL2021:14:31:06,0
80049,600005,11-Apr-21,11956,01JUL2021:14:31:06,0
80049,600005,18-Apr-21,27503,01JUL2021:14:31:06,0
80049,600005,25-Apr-21,14149,01JUL2021:14:31:06,0
80049,600002,28-Feb-21,5088,01JUL2021:14:31:06,0
80049,600002,7-Mar-21,5101,01JUL2021:14:31:06,0
80049,600002,14-Mar-21,5244,01JUL2021:14:31:06,0
80049,600002,21-Mar-21,4841,01JUL2021:14:31:06,0
80049,600002,28-Mar-21,5251,01JUL2021:14:31:06,0
80049,600002,4-Apr-21,4909,01JUL2021:14:31:06,0
80049,600002,11-Apr-21,4303,01JUL2021:14:31:06,0
80049,600002,18-Apr-21,5858,01JUL2021:14:31:06,0
80049,600002,25-Apr-21,4243,01JUL2021:14:31:06,0
80049,600002,28-Feb-21,3194,01JUL2021:14:31:06,0
80049,600002,7-Mar-21,5980,01JUL2021:14:31:06,0
80049,600002,14-Mar-21,3918,01JUL2021:14:31:06,0
80049,600002,21-Mar-21,7776,01JUL2021:14:31:06,0
80049,600002,28-Mar-21,2615,01JUL2021:14:31:06,0
80049,600002,4-Apr-21,7333,01JUL2021:14:31:06,0
80049,600002,11-Apr-21,3094,01JUL2021:14:31:06,0
80049,600002,18-Apr-21,7818,01JUL2021:14:31:06,0
80049,600002,25-Apr-21,3593,01JUL2021:14:31:06,0
80049,600008,28-Feb-21,2536,01JUL2021:14:31:06,0
80049,600008,7-Mar-21,2906,01JUL2021:14:31:06,0
80049,600008,14-Mar-21,3183,01JUL2021:14:31:06,0
80049,600008,21-Mar-21,2680,01JUL2021:14:31:06,0
80049,600008,28-Mar-21,3404,01JUL2021:14:31:06,0
80049,600008,4-Apr-21,2398,01JUL2021:14:31:06,0
80049,600008,11-Apr-21,3104,01JUL2021:14:31:06,0
80049,600008,18-Apr-21,2638,01JUL2021:14:31:06,0
80049,600008,25-Apr-21,2980,01JUL2021:14:31:06,0
80049,600011,28-Feb-21,2873,01JUL2021:14:31:06,0
80049,600011,7-Mar-21,3935,01JUL2021:14:31:06,0
80049,600011,14-Mar-21,3789,01JUL2021:14:31:06,0
80049,600011,21-Mar-21,3504,01JUL2021:14:31:06,0
80049,600011,28-Mar-21,3853,01JUL2021:14:31:06,0
80049,600011,4-Apr-21,3750,01JUL2021:14:31:06,0
80049,600011,11-Apr-21,3767,01JUL2021:14:31:06,0
80049,600011,18-Apr-21,4734,01JUL2021:14:31:06,0
80049,600011,25-Apr-21,3603,01JUL2021:14:31:06,0
80049,600012,28-Feb-21,2523,01JUL2021:14:31:06,0
80049,600012,7-Mar-21,2715,01JUL2021:14:31:06,0
80049,600012,14-Mar-21,2463,01JUL2021:14:31:06,0
80049,600012,21-Mar-21,3049,01JUL2021:14:31:06,0
80049,600012,28-Mar-21,2116,01JUL2021:14:31:06,0
80049,600012,4-Apr-21,3804,01JUL2021:14:31:06,0
80049,600012,11-Apr-21,1923,01JUL2021:14:31:06,0
80049,600012,18-Apr-21,4397,01JUL2021:14:31:06,0
80049,600012,25-Apr-21,1350,01JUL2021:14:31:06,0
80082,600010,28-Feb-21,1004,01JUL2021:14:31:06,0
80082,600010,7-Mar-21,2125,01JUL2021:14:31:06,0
80082,600010,14-Mar-21,1486,01JUL2021:14:31:06,0
80082,600010,21-Mar-21,2105,01JUL2021:14:31:06,0
80082,600010,28-Mar-21,1295,01JUL2021:14:31:06,0
80082,600010,4-Apr-21,1884,01JUL2021:14:31:06,0
80082,600010,11-Apr-21,1512,01JUL2021:14:31:06,0
80082,600010,18-Apr-21,2047,01JUL2021:14:31:06,0
80082,600010,25-Apr-21,1272,01JUL2021:14:31:06,0
80082,600010,28-Feb-21,940,01JUL2021:14:31:06,0
80082,600010,7-Mar-21,1995,01JUL2021:14:31:06,0
80082,600010,14-Mar-21,1333,01JUL2021:14:31:06,0
80082,600010,21-Mar-21,1788,01JUL2021:14:31:06,0
80082,600010,28-Mar-21,1335,01JUL2021:14:31:06,0
80082,600010,4-Apr-21,1749,01JUL2021:14:31:06,0
80082,600010,11-Apr-21,1263,01JUL2021:14:31:06,0
80082,600010,18-Apr-21,1821,01JUL2021:14:31:06,0
80082,600010,25-Apr-21,1522,01JUL2021:14:31:06,0
80082,600004,28-Feb-21,1301,01JUL2021:14:31:06,0
80082,600004,7-Mar-21,2493,01JUL2021:14:31:06,0
80082,600004,14-Mar-21,1767,01JUL2021:14:31:06,0
80082,600004,21-Mar-21,2754,01JUL2021:14:31:06,0
80082,600004,28-Mar-21,1305,01JUL2021:14:31:06,0
