PRODUCT_ID,LOCATION_ID,CUSTOMER_ID,DISTR_CHANNEL_ID,PERIOD_START_DT,PERIOD_END_DT,PRICE,PRICE_TYPE,MODIFIED_DTTM,DELETE_FLG
80001,600010,,,8-Mar-20,2-Jun-20,22.46,regular,01JUL2021:14:31:07,0
80001,600010,,,15-Mar-20,9-Jun-20,22.58,regular,01JUL2021:14:31:07,0
80001,600010,,,22-Mar-20,16-Jun-20,22.62,regular,01JUL2021:14:31:07,0
80001,600010,,,29-Mar-20,23-Jun-20,22.21,regular,01JUL2021:14:31:07,0
80001,600010,,,5-Apr-20,30-Jun-20,21.79,regular,01JUL2021:14:31:07,0
80001,600010,,,12-Apr-20,7-Jul-20,22.43,regular,01JUL2021:14:31:07,0
80001,600010,,,19-Apr-20,14-Jul-20,22.14,regular,01JUL2021:14:31:07,0
80001,600010,,,26-Apr-20,21-Jul-20,22.15,regular,01JUL2021:14:31:07,0
80001,600010,,,3-May-20,28-Jul-20,22.12,regular,01JUL2021:14:31:07,0
80001,600010,,,10-May-20,4-Aug-20,22.09,regular,01JUL2021:14:31:07,0
80001,600010,,,17-May-20,11-Aug-20,22.4,regular,01JUL2021:14:31:07,0
80001,600010,,,24-May-20,18-Aug-20,22.49,regular,01JUL2021:14:31:07,0
80001,600010,,,31-May-20,25-Aug-20,22,regular,01JUL2021:14:31:07,0
80001,600010,,,7-Jun-20,1-Sep-20,21.78,regular,01JUL2021:14:31:07,0
80001,600010,,,14-Jun-20,8-Sep-20,22.3,regular,01JUL2021:14:31:07,0
80001,600010,,,21-Jun-20,15-Sep-20,21.91,regular,01JUL2021:14:31:07,0
80001,600010,,,28-Jun-20,22-Sep-20,21.67,regular,01JUL2021:14:31:07,0
80001,600010,,,5-Jul-20,29-Sep-20,22.04,regular,01JUL2021:14:31:07,0
80001,600010,,,12-Jul-20,6-Oct-20,21.68,regular,01JUL2021:14:31:07,0
80001,600010,,,19-Jul-20,13-Oct-20,21.95,regular,01JUL2021:14:31:07,0
80001,600010,,,26-Jul-20,20-Oct-20,22.12,regular,01JUL2021:14:31:07,0
80001,600010,,,2-Aug-20,27-Oct-20,21.82,regular,01JUL2021:14:31:07,0
80001,600010,,,9-Aug-20,3-Nov-20,21.75,regular,01JUL2021:14:31:07,0
80001,600010,,,16-Aug-20,10-Nov-20,21.98,regular,01JUL2021:14:31:07,0
80001,600010,,,23-Aug-20,17-Nov-20,21.63,regular,01JUL2021:14:31:07,0
80001,600010,,,30-Aug-20,24-Nov-20,21.68,regular,01JUL2021:14:31:07,0
80001,600010,,,6-Sep-20,1-Dec-20,22,regular,01JUL2021:14:31:07,0
80001,600010,,,13-Sep-20,8-Dec-20,20.93,regular,01JUL2021:14:31:07,0
80001,600010,,,20-Sep-20,15-Dec-20,20.52,regular,01JUL2021:14:31:07,0
80001,600010,,,27-Sep-20,22-Dec-20,20.47,regular,01JUL2021:14:31:07,0
80001,600010,,,4-Oct-20,29-Dec-20,20.56,regular,01JUL2021:14:31:07,0
80001,600010,,,11-Oct-20,5-Jan-21,20.5,regular,01JUL2021:14:31:07,0
80001,600010,,,18-Oct-20,12-Jan-21,20.44,regular,01JUL2021:14:31:07,0
80001,600010,,,25-Oct-20,19-Jan-21,20.38,regular,01JUL2021:14:31:07,0
80001,600010,,,1-Nov-20,26-Jan-21,20.16,regular,01JUL2021:14:31:07,0
80001,600010,,,8-Nov-20,2-Feb-21,20.36,regular,01JUL2021:14:31:07,0
80001,600010,,,15-Nov-20,9-Feb-21,20.35,regular,01JUL2021:14:31:07,0
80001,600010,,,22-Nov-20,16-Feb-21,20.3,regular,01JUL2021:14:31:07,0
80001,600010,,,29-Nov-20,23-Feb-21,20.44,regular,01JUL2021:14:31:07,0
80001,600010,,,6-Dec-20,2-Mar-21,20.54,regular,01JUL2021:14:31:07,0
80001,600010,,,13-Dec-20,9-Mar-21,20.44,regular,01JUL2021:14:31:07,0
80001,600010,,,20-Dec-20,16-Mar-21,20.49,regular,01JUL2021:14:31:07,0
80001,600010,,,27-Dec-20,23-Mar-21,20.42,regular,01JUL2021:14:31:07,0
80001,600010,,,3-Jan-21,30-Mar-21,20.45,regular,01JUL2021:14:31:07,0
80001,600010,,,10-Jan-21,6-Apr-21,20.51,regular,01JUL2021:14:31:07,0
80001,600010,,,17-Jan-21,13-Apr-21,20.41,regular,01JUL2021:14:31:07,0
80001,600010,,,24-Jan-21,20-Apr-21,20.35,regular,01JUL2021:14:31:07,0
80001,600010,,,31-Jan-21,27-Apr-21,20.17,regular,01JUL2021:14:31:07,0
80001,600010,,,7-Feb-21,4-May-21,20.11,regular,01JUL2021:14:31:07,0
80001,600010,,,14-Feb-21,11-May-21,20.22,regular,01JUL2021:14:31:07,0
80001,600010,,,21-Feb-21,18-May-21,20.19,regular,01JUL2021:14:31:07,0
80001,600010,,,28-Feb-21,25-May-21,20.4,regular,01JUL2021:14:31:07,0
80001,600011,,,12-Jan-20,7-Apr-20,21.13,regular,01JUL2021:14:31:07,0
80001,600011,,,19-Jan-20,14-Apr-20,21.25,regular,01JUL2021:14:31:07,0
80001,600011,,,26-Jan-20,21-Apr-20,21.16,regular,01JUL2021:14:31:07,0
80001,600011,,,2-Feb-20,28-Apr-20,21.19,regular,01JUL2021:14:31:07,0
80001,600011,,,9-Feb-20,5-May-20,21.13,regular,01JUL2021:14:31:07,0
80001,600011,,,16-Feb-20,12-May-20,20.9,regular,01JUL2021:14:31:07,0
80001,600011,,,23-Feb-20,19-May-20,20.83,regular,01JUL2021:14:31:07,0
80001,600011,,,1-Mar-20,26-May-20,20.98,regular,01JUL2021:14:31:07,0
80001,600011,,,8-Mar-20,2-Jun-20,20.83,regular,01JUL2021:14:31:07,0
80001,600011,,,15-Mar-20,9-Jun-20,20.74,regular,01JUL2021:14:31:07,0
80001,600011,,,22-Mar-20,16-Jun-20,20.47,regular,01JUL2021:14:31:07,0
80001,600011,,,29-Mar-20,23-Jun-20,20.56,regular,01JUL2021:14:31:07,0
80001,600011,,,5-Apr-20,30-Jun-20,20.56,regular,01JUL2021:14:31:07,0
80001,600011,,,12-Apr-20,7-Jul-20,20.5,regular,01JUL2021:14:31:07,0
80001,600011,,,19-Apr-20,14-Jul-20,20.52,regular,01JUL2021:14:31:07,0
80001,600011,,,26-Apr-20,21-Jul-20,20.5,regular,01JUL2021:14:31:07,0
80001,600011,,,3-May-20,28-Jul-20,20.34,regular,01JUL2021:14:31:07,0
80001,600011,,,10-May-20,4-Aug-20,20.16,regular,01JUL2021:14:31:07,0
80001,600011,,,17-May-20,11-Aug-20,20.17,regular,01JUL2021:14:31:07,0
80001,600011,,,24-May-20,18-Aug-20,20.11,regular,01JUL2021:14:31:07,0
80001,600011,,,31-May-20,25-Aug-20,20.14,regular,01JUL2021:14:31:07,0
80001,600011,,,7-Jun-20,1-Sep-20,20.21,regular,01JUL2021:14:31:07,0
80001,600011,,,14-Jun-20,8-Sep-20,20.1,regular,01JUL2021:14:31:07,0
80001,600011,,,21-Jun-20,15-Sep-20,19.98,regular,01JUL2021:14:31:07,0
80001,600011,,,28-Jun-20,22-Sep-20,20.24,regular,01JUL2021:14:31:07,0
80001,600011,,,5-Jul-20,29-Sep-20,20.45,regular,01JUL2021:14:31:07,0
80001,600011,,,12-Jul-20,6-Oct-20,20.49,regular,01JUL2021:14:31:07,0
80001,600011,,,19-Jul-20,13-Oct-20,20.48,regular,01JUL2021:14:31:07,0
80001,600011,,,26-Jul-20,20-Oct-20,20.44,regular,01JUL2021:14:31:07,0
80001,600011,,,2-Aug-20,27-Oct-20,20.43,regular,01JUL2021:14:31:07,0
80001,600011,,,9-Aug-20,3-Nov-20,20.53,regular,01JUL2021:14:31:07,0
80001,600011,,,16-Aug-20,10-Nov-20,20.63,regular,01JUL2021:14:31:07,0
80001,600011,,,23-Aug-20,17-Nov-20,20.6,regular,01JUL2021:14:31:07,0
80001,600011,,,30-Aug-20,24-Nov-20,20.89,regular,01JUL2021:14:31:07,0
80001,600011,,,6-Sep-20,1-Dec-20,21.08,regular,01JUL2021:14:31:07,0
80001,600011,,,13-Sep-20,8-Dec-20,20.86,regular,01JUL2021:14:31:07,0
80001,600011,,,20-Sep-20,15-Dec-20,20.38,regular,01JUL2021:14:31:07,0
80001,600011,,,27-Sep-20,22-Dec-20,20.32,regular,01JUL2021:14:31:07,0
80001,600011,,,4-Oct-20,29-Dec-20,20.36,regular,01JUL2021:14:31:07,0
80001,600011,,,11-Oct-20,5-Jan-21,20.51,regular,01JUL2021:14:31:07,0
80001,600011,,,18-Oct-20,12-Jan-21,20.24,regular,01JUL2021:14:31:07,0
80001,600011,,,25-Oct-20,19-Jan-21,20.31,regular,01JUL2021:14:31:07,0
80001,600011,,,1-Nov-20,26-Jan-21,20.53,regular,01JUL2021:14:31:07,0
80001,600011,,,8-Nov-20,2-Feb-21,20.73,regular,01JUL2021:14:31:07,0
80001,600011,,,15-Nov-20,9-Feb-21,20.16,regular,01JUL2021:14:31:07,0
80001,600011,,,22-Nov-20,16-Feb-21,20.03,regular,01JUL2021:14:31:07,0
80001,600011,,,29-Nov-20,23-Feb-21,20.09,regular,01JUL2021:14:31:07,0
80001,600011,,,6-Dec-20,2-Mar-21,20.16,regular,01JUL2021:14:31:07,0
80001,600011,,,13-Dec-20,9-Mar-21,20.25,regular,01JUL2021:14:31:07,0
80001,600011,,,20-Dec-20,16-Mar-21,19.96,regular,01JUL2021:14:31:07,0
80001,600011,,,27-Dec-20,23-Mar-21,19.92,regular,01JUL2021:14:31:07,0
80001,600011,,,3-Jan-21,30-Mar-21,20.04,regular,01JUL2021:14:31:07,0
80001,600011,,,10-Jan-21,6-Apr-21,19.68,regular,01JUL2021:14:31:07,0
80001,600011,,,17-Jan-21,13-Apr-21,19.6,regular,01JUL2021:14:31:07,0
80001,600011,,,24-Jan-21,20-Apr-21,19.95,regular,01JUL2021:14:31:07,0
80001,600011,,,31-Jan-21,27-Apr-21,19.99,regular,01JUL2021:14:31:07,0
80001,600011,,,7-Feb-21,4-May-21,19.97,regular,01JUL2021:14:31:07,0
80001,600011,,,14-Feb-21,11-May-21,19.82,regular,01JUL2021:14:31:07,0
80001,600011,,,21-Feb-21,18-May-21,19.74,regular,01JUL2021:14:31:07,0
80001,600011,,,28-Feb-21,25-May-21,20.08,regular,01JUL2021:14:31:07,0
80001,600012,,,12-Jan-20,7-Apr-20,21.49,regular,01JUL2021:14:31:07,0
80001,600012,,,19-Jan-20,14-Apr-20,21.49,regular,01JUL2021:14:31:07,0
